,fid,iso3,1850,1900,1910,1945,1980,2015,SSP1,SSP3,SSP5,long,lat
34,10288.0,FIN10288.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,28.5
35,10289.0,FIN10289.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,29.5
36,10290.0,FIN10290.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,30.5
37,10641.0,FIN10641.0,50.0,0.0,0.73,0.73,0.63,0.74,0.74,0.74,0.74,60.5,21.5
38,10642.0,FIN10642.0,50.0,0.0,14.27,14.27,14.07,14.27,14.27,14.27,14.27,60.5,22.5
39,10643.0,FIN10643.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,23.5
40,10644.0,FIN10644.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,24.5
41,10645.0,FIN10645.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,25.5
42,10646.0,FIN10646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,26.5
43,10647.0,FIN10647.0,0.0,9.25,20.22,20.71,0.1,0.0,0.0,0.0,18.01,60.5,27.5
